,clones,len
7076,"[100331271, 101161754]",2
7077,"[100361271, 101201754]",2
7078,"[100391271, 101251754]",2
7079,"[10074875, 102281754]",2
7080,"[10078875, 102321754]",2
7081,"[10082875, 102361754]",2
7082,"[101171603, 102391754]",2
7083,"[101181603, 102401754]",2
7084,"[10018849, 10095875, 10209772, 100592059, 100712234, 100751986, 100761656, 100871346, 100881986, 101201917, 101752291, 101762291, 102092108, 102161946, 102601754]",15
7085,"[10209772, 100592059, 100712234, 100881986, 101752291, 102092108, 102161946, 102601754]",8
7086,"[10018849, 10095875, 100632059, 100641460, 100751986, 100761656, 100871346, 100911986, 101201917, 101762291, 102601754]",11
7087,"[101041271, 102801754]",2
7088,"[101021271, 102781754]",2
7089,"[101081271, 102841754]",2
7090,"[101061271, 102821754]",2
7091,"[101101271, 102861754]",2
7092,"[101121271, 102881754]",2
7093,"[101141271, 102901754]",2
7094,"[101161271, 102921754]",2
7095,"[101181271, 103101754]",2
7096,"[101201271, 103121754]",2
7097,"[101241271, 103161754]",2
7098,"[101221271, 103141754]",2
7099,"[101261271, 103181754]",2
7100,"[101281271, 103201754]",2
7101,"[101301271, 103221754]",2
7102,"[101321271, 103241754]",2
7103,"[10152875, 104291754]",2
7104,"[10155875, 104321754]",2
7105,"[102401917, 102641917, 102741917, 104531754, 104841946, 106731946, 109502291]",7
7106,"[101391417, 102411917, 102651917, 104541754, 104851946, 106741946, 109512291]",7
7107,"[10170875, 105161754]",2
7108,"[100101756, 100131756, 100191756, 100211756]",4
7109,"[100161756, 100201756]",2
7110,"[100141756, 100181756]",2
7111,"[100121756, 100151756]",2
7112,"[100091758, 100111758]",2
7113,"[100101758, 100141758]",2
7114,"[100071758, 100121758]",2
7115,"[100181758, 100201758]",2
7116,"[100211758, 100241758, 100301758, 100331758]",4
7117,"[100261758, 100291758]",2
7118,"[100231758, 100321758, 100351758]",3
7119,"[100251758, 100281758]",2
7120,"[100221758, 100311758, 100341758]",3
7121,"[100411758, 100421758, 100431758, 100441758, 100471758]",5
7122,"[100411758, 100421758, 100431758, 100441758, 100461758]",5
7123,"[100411758, 100421758, 100431758, 100451758]",4
7124,"[100421758, 100451758, 100461758, 100471758, 100481758]",5
7125,"[100411758, 100451758, 100461758, 100471758]",4
7126,"[100421758, 100431758, 100441758, 100481758]",4
7127,"[100431758, 100451758, 100461758, 100471758, 100481758]",5
7128,"[100541758, 100551758, 100561758, 100571758, 100581758, 100591758, 100601758, 100621758, 100631758]",9
7129,"[100541758, 100551758, 100561758, 100571758, 100581758, 100591758, 100631758]",7
7130,"[100551758, 100571758, 100591758, 100601758, 100611758, 100621758, 100631758]",7
7131,"[100541758, 100551758, 100561758, 100571758, 100581758, 100611758]",6
7132,"[100541758, 100551758, 100571758, 100581758, 100591758, 100601758, 100611758, 100621758, 100631758]",9
7133,"[100441758, 100461758, 100471758, 100481758]",4
7134,"[100561758, 100591758, 100601758, 100611758, 100621758, 100631758]",6
7135,"[100661758, 100671758]",2
7136,"[100071028, 100721758]",2
7137,"[100231261, 100761758]",2
7138,"[100081028, 100731758]",2
7139,"[100241261, 100771758]",2
7140,"[100141028, 100791758]",2
7141,"[100171028, 100821758]",2
7142,"[100211028, 100841758]",2
7143,"[100221028, 100851758]",2
7144,"[10001877, 100231760]",2
7145,"[10000877, 100241760]",2
7146,"[100621760, 100661760]",2
7147,"[100511760, 100561760]",2
7148,"[100591760, 100641760, 100701760, 100731760]",4
7149,"[100631760, 100681760, 100721760]",3
7150,"[100711760, 100741760]",2
7151,"[100751760, 100771760, 100791760]",3
7152,"[100761760, 100781760]",2
7153,"[100011755, 100871760]",2
7154,"[100811247, 101231760]",2
7155,"[100161761, 100351761, 100701761]",3
7156,"[100271761, 100391761]",2
7157,"[100291761, 100411761, 100521761, 100551761, 100601761]",5
7158,"[100321761, 100431761, 100531761, 100541761, 100561761]",5
7159,"[100331761, 100441761]",2
7160,"[100371761, 100481761]",2
7161,"[100421761, 100461761, 100641761]",3
7162,"[100401761, 100511761, 100581761]",3
7163,"[100651761, 100671761, 100711761]",3
7164,"[100311761, 100611761]",2
7165,"[100361761, 100631761, 100691761]",3
7166,"[100661761, 100681761]",2
7167,"[100381761, 100591761, 100621761]",3
7168,"[100161250, 100771761]",2
7169,"[100171250, 100781761]",2
7170,"[100001301, 100091765]",2
7171,"[100021766, 100031766, 100041766]",3
7172,"[100001767, 100001771, 100051774]",3
7173,"[100001769, 100011769]",2
7174,"[100061771, 100171774]",2
7175,"[100051771, 100151774]",2
7176,"[100011438, 100011776]",2
7177,"[100001784, 100051781]",2
7178,"[100351790, 100361790]",2
7179,"[100411790, 100421790]",2
7180,"[100491790, 100501790]",2
7181,"[100931790, 100941790]",2
7182,"[101111790, 101121790]",2
7183,"[100921460, 100931792]",2
7184,"[100011561, 100011794, 100022124, 100132117]",4
7185,"[100031561, 100031794]",2
7186,"[100021561, 100021794]",2
7187,"[100181795, 100331795, 100491795]",3
7188,"[100371795, 100401795]",2
7189,"[100431795, 100461795]",2
7190,"[100441795, 100471795, 100531795, 100561795, 100601795, 100631795]",6
7191,"[100261795, 100541795]",2
7192,"[100591795, 100661795]",2
7193,"[100021570, 100021797]",2
7194,"[100001570, 100001797]",2
7195,"[100041570, 100041797]",2
7196,"[100011798, 100021798]",2
7197,"[100021802, 100021814, 100061803, 100081798]",4
7198,"[100031803, 100041798]",2
7199,"[100011570, 100011797]",2
7200,"[100031570, 100031797]",2
7201,"[100001798, 100001802]",2
7202,"[10000849, 100121804]",2
7203,"[100021805, 100071805]",2
7204,"[100131807, 100171807]",2
7205,"[100141807, 100161807]",2
7206,"[100181807, 100211807]",2
7207,"[100581807, 100611807]",2
7208,"[100091810, 100141810]",2
7209,"[100111810, 100131810, 100171810]",3
7210,"[100091812, 100211812, 100241812]",3
7211,"[100081812, 100201812, 100231812]",3
7212,"[100101812, 100221812, 100251812]",3
7213,"[100001803, 100001814]",2
7214,"[10000231, 100001815, 100001816]",3
7215,"[10001231, 100011815, 100011816]",3
7216,"[10002231, 100021815]",2
7217,"[10006231, 100141815]",2
7218,"[10003231, 100031815]",2
7219,"[100121816, 100141816]",2
7220,"[100151816, 100181816]",2
7221,"[100321816, 100371816]",2
7222,"[100291816, 100381816]",2
7223,"[100301816, 100391816]",2
7224,"[100251816, 100491816]",2
7225,"[100441816, 100501816]",2
7226,"[100001817, 100181817]",2
7227,"[100071817, 100331817]",2
7228,"[100141817, 100301817]",2
7229,"[100081817, 100341817]",2
7230,"[100061817, 100321817]",2
7231,"[100111817, 100371817]",2
7232,"[100101817, 100361817]",2
7233,"[100091817, 100351817]",2
7234,"[1000777, 10011664, 10011780, 100141819]",4
7235,"[100151819, 100241819]",2
7236,"[1000777, 100141819]",2
7237,"[100001824, 100021824]",2
7238,"[1000477, 100071819]",2
7239,"[100011832, 100051832]",2
7240,"[10000309, 100141832]",2
7241,"[100051835, 100061835]",2
7242,"[100001863, 100031841]",2
7243,"[100011841, 100021841]",2
7244,"[100061843, 100081843, 100201843]",3
7245,"[100101843, 100131843, 100161843]",3
7246,"[100111843, 100141843]",2
7247,"[100251843, 100291843, 100301843, 100311843]",4
7248,"[100251843, 100291843, 100301843, 100321843]",4
7249,"[100251843, 100281843, 100311843, 100321843]",4
7250,"[100281843, 100311843, 100321843]",3
7251,"[100281843, 100291843, 100311843, 100321843]",4
7252,"[100251843, 100291843, 100301843]",3
7253,"[100181843, 100421843]",2
7254,"[100011844, 100081844]",2
7255,"[100061844, 100071844]",2
7256,"[100111845, 100131845, 100161845, 100181845]",4
7257,"[100051845, 100191845]",2
7258,"[100061845, 100201845]",2
7259,"[100001850, 100231845]",2
7260,"[10024767, 100231859]",2
7261,"[100031861, 100041861]",2
7262,"[100101859, 100141861]",2
7263,"[100061862, 100101862, 100121862]",3
7264,"[100051862, 100131862]",2
7265,"[100161862, 100191862, 100211862]",3
7266,"[100221862, 100331862]",2
7267,"[100231862, 100351862]",2
7268,"[100321862, 100341862]",2
7269,"[100141881, 100161881]",2
7270,"[100001686, 100001887, 100001888, 100001898, 100001900, 100001901, 100011900, 100011901, 100021900]",9
7271,"[100011898, 100021887]",2
7272,"[100021898, 100031887]",2
7273,"[100031898, 100041887]",2
7274,"[1000516, 100011887]",2
7275,"[100041898, 100051887]",2
7276,"[100051898, 100061887]",2
7277,"[100001894, 100001902, 100011890]",3
7278,"[100011893, 100011894]",2
7279,"[100001355, 100001892]",2
7280,"[100041894, 100051894]",2
7281,"[100091894, 100101894]",2
7282,"[100031893, 100171894]",2
7283,"[100021893, 100161894]",2
7284,"[100021895, 100051895]",2
7285,"[100031895, 100071895]",2
7286,"[100001688, 100001896]",2
7287,"[100031896, 100051896]",2
7288,"[100041896, 100071896]",2
7289,"[100011687, 100011897]",2
7290,"[100001687, 100001897]",2
7291,"[100021687, 100021897]",2
7292,"[100061897, 100081897]",2
7293,"[100091687, 100121897]",2
7294,"[100071687, 100101897]",2
7295,"[100081687, 100111897]",2
7296,"[100061687, 100091897]",2
7297,"[100191906, 100241906]",2
7298,"[100261906, 100271906]",2
7299,"[100211906, 100291906]",2
7300,"[100361906, 100421906]",2
7301,"[100401906, 100521906]",2
7302,"[100291695, 100541906]",2
7303,"[100011653, 100071912]",2
7304,"[100021653, 100161912]",2
7305,"[100031653, 100091912]",2
7306,"[100011914, 100051914, 100091914]",3
7307,"[100111914, 100121914]",2
7308,"[100021914, 100071914]",2
7309,"[100001914, 100141914]",2
7310,"[100281914, 100461914, 100501914, 100551914, 100691914, 100861914, 101001914, 101211914, 101371914, 101401914, 101461914, 102001914]",12
7311,"[100251914, 100441914, 101971914]",3
7312,"[100271914, 100451914, 100491914, 100821914, 100851914, 100921914, 100951914, 101131914, 101191914, 101281914, 101391914, 101991914]",12
7313,"[100471914, 100511914, 100621914, 100661914, 100721914, 100771914, 101161914, 101241914, 101311914, 101411914]",10
7314,"[100481914, 100531914, 100561914, 100591914, 100631914, 100671914, 100741914, 100781914, 100811914, 100841914, 100911914, 100941914, 100971914, 100991914, 101041914, 101081914, 101111914, 101171914, 101261914, 101321914, 101351914, 101381914, 101431914, 101451914]",24
7315,"[100541914, 100571914, 100791914, 101091914, 101121914, 101141914, 101181914, 101201914, 101271914, 101291914, 101331914, 101361914, 101561914, 101581914, 101601914, 101781914, 101801914, 101821914]",18
7316,"[100601914, 100641914, 100681914, 100751914]",4
7317,"[100581914, 100611914, 100651914, 100761914, 100801914, 100831914, 100931914, 100961914, 100981914, 101051914, 101101914, 101151914, 101301914, 101341914, 101441914, 101471914, 101881914, 101901914, 101931914, 101961914]",20
7318,"[100701914, 100881914, 101011914, 101221914]",4
7319,"[100731914, 100901914, 101031914, 101251914]",4
7320,"[100711914, 100891914, 101021914, 101231914]",4
7321,"[100521914, 101421914]",2
7322,"[101491914, 101501914, 101541914, 101551914, 101571914, 101591914, 101611914, 101621914, 101641914, 101661914, 101681914, 101711914, 101731914, 101761914, 101771914, 101791914, 101811914, 101871914, 101891914, 101911914, 101951914]",21
7323,"[101631914, 101651914, 101671914]",3
7324,"[101531914, 101691914, 101941914]",3
7325,"[101521914, 101751914, 101851914]",3
7326,"[101511914, 101741914, 101841914]",3
7327,"[101511914, 101741914, 101831914, 101841914]",4
7328,"[101511914, 101831914, 101841914]",3
7329,"[101721914, 101921914]",2
7330,"[100261914, 101981914]",2
7331,"[100291914, 102011914]",2
7332,"[100311914, 102031914]",2
7333,"[100301914, 102021914]",2
7334,"[100321914, 102041914]",2
7335,"[100331914, 102051914]",2
7336,"[100361914, 102081914]",2
7337,"[100381914, 102101914]",2
7338,"[100371914, 102091914]",2
7339,"[100421914, 102141914]",2
7340,"[100391914, 102111914]",2
7341,"[100351914, 102071914]",2
7342,"[100341914, 102061914]",2
7343,"[100401914, 102121914]",2
7344,"[100431914, 102151914]",2
7345,"[100411914, 102131914]",2
7346,"[102381914, 102421914, 102451914, 102481914, 102511914, 102541914, 102561914, 102631914, 102661914, 102691914, 102721914, 102751914, 102781914, 102811914, 102841914, 102871914, 102951914, 102981914, 103011914, 103041914, 103071914, 103101914, 103141914, 103171914, 103211914, 103241914, 103281914, 103311914, 103341914, 103371914, 103401914, 103431914, 103481914, 103611914, 103641914, 103721914, 103741914, 103831914, 103861914, 103911914, 104021914]",41
7347,"[102461914, 102571914, 102881914, 103111914, 103291914, 103351914, 103651914, 103751914, 103841914, 104031914]",10
7348,"[102441914, 102601914, 103331914]",3
7349,"[102551914, 102701914, 102851914, 103021914]",4
7350,"[102521914, 102671914, 102821914, 102991914]",4
7351,"[102491914, 102641914, 102791914, 102961914]",4
7352,"[102181914, 102761914, 103081914, 103221914, 103251914, 103411914, 103441914, 104081914]",8
7353,"[102611914, 102931914]",2
7354,"[102591914, 102901914]",2
7355,"[102711914, 103031914, 103361914]",3
7356,"[102731914, 103051914, 103381914]",3
7357,"[102741914, 103061914, 103231914]",3
7358,"[102921914, 103091914, 103271914]",3
7359,"[102331914, 103421914]",2
7360,"[103521914, 103541914, 103561914, 103581914, 103971914, 103991914]",6
7361,"[102431914, 103491914, 103621914, 103731914, 103871914, 103921914]",6
7362,"[103631914, 103771914, 103821914, 104011914]",4
7363,"[103661914, 103811914, 104001914]",3
7364,"[103791914, 103931914]",2
7365,"[103671914, 103941914, 104041914]",3
7366,"[103511914, 103961914]",2
7367,"[103551914, 103981914]",2
7368,"[103681914, 104051914]",2
7369,"[102171914, 104071914]",2
7370,"[102221914, 104121914]",2
7371,"[102241914, 104141914]",2
7372,"[102191914, 104091914]",2
7373,"[102251914, 104151914]",2
7374,"[102201914, 104101914]",2
7375,"[102261914, 104161914]",2
7376,"[102211914, 104111914]",2
7377,"[102281914, 104181914]",2
7378,"[102301914, 104201914]",2
7379,"[102231914, 104131914]",2
7380,"[102291914, 104191914]",2
7381,"[102271914, 104171914]",2
7382,"[100191916, 100211916]",2
7383,"[100041658, 100281916]",2
7384,"[100051658, 100501916]",2
7385,"[100071658, 100521916]",2
7386,"[100061658, 100541916]",2
7387,"[100501658, 100661916]",2
7388,"[100571658, 100691916]",2
7389,"[100331917, 100841916]",2
7390,"[100171656, 100181656, 100191656, 100201656, 100301917, 100311917, 100321917, 100331917, 100341917, 100351917, 100841916]",11
7391,"[100191656, 100321917, 100831916]",3
7392,"[100241917, 100251917, 100261917, 100271917, 100281917, 100291917]",6
7393,"[100391656, 100651917]",2
7394,"[100411656, 100671917]",2
7395,"[100481656, 100821917]",2
7396,"[100501656, 100841917]",2
7397,"[100571656, 100991917]",2
7398,"[100591656, 101011917]",2
7399,"[100811656, 101301917]",2
7400,"[100831656, 101321917]",2
7401,"[100921656, 101591917]",2
7402,"[101021656, 101841917]",2
7403,"[101041656, 101861917]",2
7404,"[10142875, 101441986, 101951917]",3
7405,"[101111656, 102031917]",2
7406,"[101091656, 102011917]",2
7407,"[101171656, 102171917]",2
7408,"[101191656, 102191917]",2
7409,"[101311656, 102391917, 102731917, 104831946, 106721946, 109492291]",6
7410,"[101301656, 102381917, 104821946, 106711946, 109482291]",5
7411,"[101431656, 102531917]",2
7412,"[101481656, 102621917]",2
7413,"[101471656, 102571917]",2
7414,"[102441917, 102681917, 104881946]",3
7415,"[102431917, 102671917, 104871946, 106761946, 109532291]",5
7416,"[101521656, 102711917]",2
7417,"[102421917, 102661917, 104861946, 106751946, 109522291]",5
7418,"[101601656, 102951917]",2
7419,"[100121932, 100151932, 100191932, 100231932, 100251932]",5
7420,"[100111932, 100171932]",2
7421,"[100201932, 100221932]",2
7422,"[100101932, 100271932]",2
7423,"[100161932, 100181932, 100241932]",3
7424,"[100131932, 100261932]",2
7425,"[100341932, 100371932, 100401932]",3
7426,"[100031933, 100411932]",2
7427,"[100471932, 100511932, 100521932]",3
7428,"[100091933, 100101933]",2
7429,"[10022981, 100121933]",2
7430,"[100131933, 100171933]",2
7431,"[100461936, 100471936]",2
7432,"[100331936, 100541936, 100551936, 100581936]",4
7433,"[100331936, 100541936, 100551936]",3
7434,"[100331936, 100541936, 100551936, 100591936]",4
7435,"[100202027, 100222027, 100561936, 100571936, 100581936]",5
7436,"[100202027, 100222027, 100561936, 100571936]",4
7437,"[100202027, 100222027, 100561936, 100571936, 100591936]",5
7438,"[100541936, 100571936, 100581936, 100591936]",4
7439,"[100551936, 100561936, 100581936, 100591936]",4
7440,"[100741936, 100761936, 100781936]",3
7441,"[100231939, 100251939]",2
7442,"[100371939, 100381939, 100391939, 100401939]",4
7443,"[100331939, 100341939, 100361939]",3
7444,"[100261939, 100271939]",2
7445,"[100411939, 100421939]",2
7446,"[100321939, 100351939]",2
7447,"[10021981, 100072288, 100771939]",3
7448,"[100211941, 100251941, 100291941, 100311941, 100391941, 100421941, 100461941, 100491941]",8
7449,"[100231941, 100271941, 100351941]",3
7450,"[100331941, 100361941, 100411941]",3
7451,"[100321941, 100431941]",2
7452,"[100201941, 100441941]",2
7453,"[100271942, 100371941]",2
7454,"[100401941, 100451941, 100471941]",3
7455,"[100011941, 100011942]",2
7456,"[100381941, 100481941]",2
7457,"[100031941, 100031942]",2
7458,"[100021941, 100021942]",2
7459,"[100041941, 100051942]",2
7460,"[100071942, 100081942]",2
7461,"[100071941, 100091942]",2
7462,"[100171941, 100201942]",2
7463,"[100161941, 100191942, 100421942]",3
7464,"[100191941, 100231942]",2
7465,"[100261942, 100291942, 100321942, 100361942, 100401942, 100531942, 100571942]",7
7466,"[100221941, 100341942, 100411942]",3
7467,"[100241942, 100301942]",2
7468,"[100281942, 100391942]",2
7469,"[100331942, 100371942, 100431942, 100491942, 100541942]",5
7470,"[100301941, 100481942]",2
7471,"[100351942, 100441942, 100501942]",3
7472,"[100261941, 100471942]",2
7473,"[100451942, 100511942, 100551942]",3
7474,"[100461942, 100521942, 100561942]",3
7475,"[100501941, 100591942]",2
7476,"[100111943, 100121943]",2
7477,"[100531941, 100621942]",2
7478,"[100221945, 100271945, 100331945, 100391945, 100441945, 100521945]",6
7479,"[100241945, 100291945]",2
7480,"[100231945, 100281945, 100341945, 100401945, 100451945, 100531945]",6
7481,"[100371945, 100411945]",2
7482,"[100251945, 100421945]",2
7483,"[100571945, 100631945]",2
7484,"[100641939, 100681945]",2
7485,"[100661939, 100701945]",2
7486,"[100651939, 100691945]",2
7487,"[100761945, 100771945]",2
7488,"[100821945, 100861945, 100901945]",3
7489,"[100781945, 100891945]",2
7490,"[100781946, 100791946, 100801946, 100811946, 100821946, 100831946, 100841946, 100851946, 100861946, 100871946, 100881946, 100891946]",12
7491,"[100911946, 100921946]",2
7492,"[100731346, 101321946]",2
7493,"[102451917, 104891946]",2
7494,"[102461917, 104901946]",2
7495,"[102471917, 104911946]",2
7496,"[10004641, 100001951]",2
7497,"[10005641, 100011951]",2
7498,"[10003641, 100061951]",2
7499,"[100021954, 100031954, 100041954, 100581954]",4
7500,"[100021964, 100111954]",2
7501,"[100001964, 100061954]",2
7502,"[100041964, 100131954]",2
7503,"[100031964, 100121954]",2
7504,"[100051964, 100141954]",2
7505,"[100061964, 100171954]",2
7506,"[100041165, 100212082, 100281954]",3
7507,"[100041957, 100051966, 100231954]",3
7508,"[100101957, 100271954]",2
7509,"[100051957, 100061966, 100241954]",3
7510,"[100491954, 100511954]",2
7511,"[100501954, 100551954]",2
